cve_id,degree_cent,betweenness,closeness,pagerank,cvss_score,severity
CVE-2021-4187,0.19756530560486937,0.002889988210163925,0.46041569360112095,0.0004686664451089336,7.8,HIGH
CVE-2021-4173,0.19756530560486937,0.002889988210163925,0.46041569360112095,0.0004686664451089336,7.8,HIGH
CVE-2021-32606,0.2072026375855947,0.0027826593487192777,0.4626848157709458,0.0004682160064174893,7.8,HIGH
CVE-2021-37975,0.2201369515597261,0.00031867945097506663,0.4717071420026319,0.00046747448748923534,8.8,HIGH
CVE-2021-37972,0.2201369515597261,0.00031867945097506663,0.4717071420026319,0.00046747448748923534,8.8,HIGH
CVE-2021-37974,0.2201369515597261,0.00031867945097506663,0.4717071420026319,0.00046747448748923534,8.8,HIGH
CVE-2021-37576,0.2064417955871164,0.002776941459223982,0.46252199413489736,0.0004668195257686468,7.8,HIGH
CVE-2021-21107,0.20694902358610195,0.007414572683055451,0.47091842828138064,0.00046609657109053184,9.6,CRITICAL
CVE-2021-40989,0.14430636571138727,0.0057961473306997885,0.37815287235062817,0.0004650886347694192,7.8,HIGH
CVE-2021-26677,0.14430636571138727,0.0057961473306997885,0.37815287235062817,0.0004650886347694192,7.8,HIGH
CVE-2021-37695,0.19680446360639106,0.0012455265265982514,0.46640643482375205,0.00046496746996082676,7.3,HIGH
CVE-2021-3472,0.21531828556936342,0.0004414418751359645,0.47148152576826496,0.0004647735057600097,7.8,HIGH
CVE-2021-40153,0.21531828556936342,0.0004414418751359645,0.47148152576826496,0.0004647735057600097,8.1,HIGH
CVE-2021-3748,0.20593456758813086,0.0009505691464664777,0.4678452776459421,0.0004647006483090659,7.5,HIGH
CVE-2021-42083,0.155718995688562,0.0022145935265541097,0.38562347188264057,0.00046395246579708537,8.7,HIGH
CVE-2021-32761,0.21683996956632007,0.00031229245867538244,0.4713687985654513,0.00046186091855686704,7.5,HIGH
CVE-2021-44026,0.21683996956632007,0.00031229245867538244,0.4713687985654513,0.00046186091855686704,9.8,CRITICAL
CVE-2021-44730,0.20618818158762364,0.0008621891615668955,0.46778977340135247,0.00046146224342183856,7.8,HIGH
CVE-2021-44731,0.20618818158762364,0.0008621891615668955,0.46778977340135247,0.00046146224342183856,7.8,HIGH
CVE-2021-31618,0.21328937357342126,0.00039353020076198257,0.47063738362377655,0.00046082674287356844,7.5,HIGH
CVE-2021-3974,0.2145574435708851,0.00027345220148843784,0.4705812149421172,0.0004593731350226621,7.8,HIGH
CVE-2021-4069,0.2145574435708851,0.00027345220148843784,0.4705812149421172,0.0004593731350226621,7.8,HIGH
CVE-2021-20305,0.20517372558965255,0.0006265403420175462,0.4687351402757965,0.00045911763679052855,8.1,HIGH
CVE-2021-3842,0.1838701496322597,0.001137030401000241,0.4360278668583435,0.000458431121220289,7.5,HIGH
CVE-2021-33574,0.20390565559218868,0.0014296797290776315,0.46957246635703226,0.0004584288917323887,9.8,CRITICAL
CVE-2021-29472,0.2120213035759574,0.0003582550939301851,0.4701884092535178,0.00045509211292717893,8.8,HIGH
CVE-2021-41099,0.21303575957392848,0.00027288551533997534,0.47024448419797255,0.00045378268569315044,7.5,HIGH
CVE-2021-32627,0.2127821455744357,0.0002744675462693505,0.47013234768093476,0.00045301213012523614,7.5,HIGH
CVE-2021-32628,0.2127821455744357,0.0002744675462693505,0.47013234768093476,0.00045301213012523614,7.5,HIGH
CVE-2021-32762,0.2127821455744357,0.0002744675462693505,0.47013234768093476,0.00045301213012523614,7.5,HIGH
CVE-2021-32626,0.2127821455744357,0.0002744675462693505,0.47013234768093476,0.00045301213012523614,7.5,HIGH
CVE-2021-32675,0.2127821455744357,0.0002744675462693505,0.47013234768093476,0.00045301213012523614,7.5,HIGH
CVE-2021-32687,0.2127821455744357,0.0002744675462693505,0.47013234768093476,0.00045301213012523614,7.5,HIGH
CVE-2021-28651,0.21227491757545017,0.0002972111142836223,0.470356674221639,0.0004527524180515515,7.5,HIGH
CVE-2021-45417,0.19502916560994166,0.0007260428227361335,0.43894022041634195,0.00045262082208848814,7.8,HIGH
CVE-2021-37970,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.00045142248501784434,8.8,HIGH
CVE-2021-37956,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.00045142248501784434,8.8,HIGH
CVE-2021-37962,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.00045142248501784434,8.8,HIGH
CVE-2021-37961,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.00045142248501784434,8.8,HIGH
CVE-2021-37957,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.00045142248501784434,8.8,HIGH
CVE-2021-37959,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.0004514224850178443,8.8,HIGH
CVE-2021-37973,0.21227491757545017,0.0002997296805485549,0.46817857990976014,0.0004514224850178443,9.6,CRITICAL
CVE-2021-3518,0.1912249556175501,0.0008743449875179476,0.46442873969375736,0.000451341335055709,8.8,HIGH
CVE-2021-41990,0.21252853157494292,0.00025401846298044365,0.47002026463225655,0.00045127579650720357,7.5,HIGH
CVE-2021-31292,0.2117676895764646,0.0002812593904816421,0.47013234768093476,0.0004506253730913977,7.5,HIGH
CVE-2021-28091,0.2117676895764646,0.0002812593904816421,0.47013234768093476,0.0004506253730913977,7.5,HIGH
CVE-2021-29457,0.2117676895764646,0.0002812593904816421,0.47013234768093476,0.00045062537309139764,7.8,HIGH
CVE-2021-3246,0.2117676895764646,0.0002812593904816421,0.47013234768093476,0.00045062537309139764,8.8,HIGH
CVE-2021-27803,0.2117676895764646,0.0002812593904816421,0.47013234768093476,0.00045062537309139764,7.5,HIGH
CVE-2021-3773,0.19223941161552116,0.0020817626772134654,0.45854169089429003,0.0004499402110874317,9.8,CRITICAL
CVE-2021-30565,0.19502916560994166,0.008274458468534132,0.46751244960872657,0.00044447896595403133,8.8,HIGH
CVE-2021-3712,0.16637078366725844,0.0013158932982075386,0.433868838028169,0.00044438979359619104,7.4,HIGH
CVE-2021-1513,0.007101191985797616,0.007935298950789402,0.2482684800402972,0.0004427465207098144,7.5,HIGH
CVE-2021-3600,0.1894496576211007,0.0020033692077537943,0.45795586527293847,0.0004419755390084718,7.8,HIGH
