cve_id,degree_cent,betweenness,closeness,eigenvector,pagerank,cvss_score,severity
CVE-2021-3600,0.25399523971438287,0.0024038547478784306,0.5471627906976744,0.030297359971111416,0.0005847314017344288,7.8,HIGH
CVE-2021-4037,0.254675280516831,0.0027733493255934537,0.5391384051329056,0.029373083762671427,0.0005845761959834683,7.8,HIGH
CVE-2021-3618,0.2781366882012921,0.0001992308930421585,0.5659034058110448,0.04289275202164594,0.0005836617543329011,7.4,HIGH
CVE-2021-3712,0.2230533832029922,0.0015780586627991468,0.5463496191714657,0.031910023581062916,0.0005782786967012179,7.4,HIGH
CVE-2021-4197,0.24821489289357362,0.0026815738796511297,0.5365809158912607,0.02847255680793911,0.0005767716595344959,7.8,HIGH
CVE-2021-3743,0.25025501530091804,0.0023443334664401795,0.5449323698350935,0.029960194738070805,0.0005763656810903671,7.1,HIGH
CVE-2021-33193,0.2662359741584495,0.0003665459306079662,0.5621177370030581,0.04126296522006331,0.0005750832519060957,7.5,HIGH
CVE-2021-3501,0.24311458687521253,0.002533276955774532,0.5022199453551912,0.027220250474610023,0.0005720182394937908,7.1,HIGH
CVE-2021-3739,0.2495749744984699,0.0022993766589471973,0.5447305056491943,0.029934558883431422,0.0005717309315867086,7.1,HIGH
CVE-2021-45342,0.27065623937436245,0.00019462168978735838,0.5641665068098983,0.041733228218781324,0.0005714259528920532,7.8,HIGH
CVE-2021-4010,0.27065623937436245,0.00019462168978735838,0.5641665068098983,0.04173322821878132,0.0005714259528920532,7.8,HIGH
CVE-2021-39926,0.27065623937436245,0.00019462168978735838,0.5641665068098983,0.04173322821878131,0.0005714259528920532,7.5,HIGH
CVE-2021-45341,0.27065623937436245,0.00019462168978735838,0.5641665068098983,0.04173322821878132,0.0005714259528920532,8.8,HIGH
CVE-2021-27218,0.249914994899694,0.0007911926093200856,0.5539649651535129,0.03799929459574907,0.0005710307946954651,7.5,HIGH
CVE-2021-27219,0.249914994899694,0.0007911926093200856,0.5539649651535129,0.03799929459574908,0.0005710307946954651,7.5,HIGH
CVE-2021-30565,0.2614756885413125,0.005952392814789455,0.5531314651119053,0.035959406872174214,0.0005705330324536165,8.8,HIGH
CVE-2021-3984,0.2692961577694662,0.00019872798930923606,0.5639501438159157,0.041548162285414345,0.0005699207641370844,7.8,HIGH
CVE-2021-21224,0.27099625977558656,0.0001912531882277851,0.5619029423003439,0.0421481370919552,0.0005670390384702078,8.8,HIGH
CVE-2021-21207,0.27099625977558656,0.0001912531882277851,0.5619029423003439,0.042148137091955216,0.0005670390384702078,8.6,HIGH
CVE-2021-21201,0.27099625977558656,0.0001912531882277851,0.5619029423003439,0.042148137091955216,0.0005670390384702078,9.6,CRITICAL
CVE-2021-21202,0.27099625977558656,0.0001912531882277851,0.5619029423003439,0.04214813709195521,0.0005670390384702078,8.6,HIGH
