cve_id,degree_cent,betweenness,closeness,eigenvector,pagerank,cvss_score,severity
CVE-2021-43302,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807036,0.0004457133852239005,9.1,CRITICAL
CVE-2021-3624,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807023,0.0004457133852239005,7.8,HIGH
CVE-2021-45972,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807012,0.0004457133852239005,7.1,HIGH
CVE-2021-39263,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.03107286808480702,0.0004457133852239005,7.8,HIGH
CVE-2021-43299,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.03107286808480703,0.0004457133852239005,9.8,CRITICAL
CVE-2021-33286,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.03107286808480704,0.0004457133852239005,7.8,HIGH
CVE-2021-39259,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807026,0.0004457133852239005,7.8,HIGH
CVE-2021-39261,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.03107286808480702,0.00044571338522390045,7.8,HIGH
CVE-2021-26120,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807036,0.00044571338522390045,9.8,CRITICAL
CVE-2021-41072,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807023,0.00044571338522390045,8.1,HIGH
CVE-2021-33054,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807033,0.00044571338522390045,7.5,HIGH
CVE-2021-38291,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807054,0.00044571338522390045,7.5,HIGH
CVE-2021-40393,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.03107286808480704,0.00044571338522390045,9.8,CRITICAL
CVE-2021-26119,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807043,0.00044571338522390045,7.5,HIGH
CVE-2021-39256,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.03107286808480703,0.00044571338522390045,7.8,HIGH
CVE-2021-43845,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807036,0.00044571338522390045,8.2,HIGH
CVE-2021-20001,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807023,0.00044571338522390045,9.8,CRITICAL
CVE-2021-39260,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807023,0.00044571338522390045,7.8,HIGH
CVE-2021-40394,0.2026521591295478,8.768734599542342e-05,0.5384474551446357,0.031072868084807036,0.00044571338522390045,9.8,CRITICAL
CVE-2021-37984,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.03219580383842839,0.00044558094747809484,8.8,HIGH
CVE-2021-37983,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.03219580383842837,0.00044558094747809484,8.8,HIGH
CVE-2021-37986,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428384,0.00044558094747809484,8.8,HIGH
CVE-2021-4078,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428384,0.00044558094747809484,8.8,HIGH
CVE-2021-37985,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428405,0.00044558094747809484,8.8,HIGH
CVE-2021-37981,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.03219580383842838,0.00044558094747809484,9.6,CRITICAL
CVE-2021-4079,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.03219580383842841,0.00044558094747809484,8.8,HIGH
CVE-2021-37991,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428405,0.00044558094747809484,7.5,HIGH
CVE-2021-37993,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428384,0.00044558094747809484,8.8,HIGH
CVE-2021-37982,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428384,0.00044558094747809484,8.8,HIGH
CVE-2021-37987,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.03219580383842839,0.0004455809474780948,8.8,HIGH
CVE-2021-37992,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.0321958038384284,0.0004455809474780948,8.8,HIGH
CVE-2021-37988,0.20673240394423667,0.0001137851266987337,0.5361896080218779,0.032195803838428384,0.0004455809474780948,8.8,HIGH
CVE-2021-21191,0.2063923835430126,0.00011073858643706801,0.5370708546384222,0.032392819423197244,0.0004437869732885152,8.8,HIGH
CVE-2021-21193,0.2063923835430126,0.00011073858643706801,0.5370708546384222,0.03239281942319724,0.0004437869732885152,8.8,HIGH
CVE-2021-21192,0.2063923835430126,0.00011073858643706801,0.5370708546384222,0.03239281942319726,0.0004437869732885152,8.8,HIGH
CVE-2021-29447,0.1910914654879293,0.0004489340068263179,0.5348245135479178,0.02963030739886976,0.00044360935861253753,7.1,HIGH
CVE-2021-4120,0.19279156749404966,0.0005291189748747484,0.53125,0.03087886041161616,0.0004430657291737537,8.2,HIGH
CVE-2021-41772,0.19041142468548114,0.0005891036806870836,0.530579108785856,0.030874807051247913,0.00044262429542793247,7.5,HIGH
CVE-2021-38297,0.19041142468548114,0.0005891036806870836,0.530579108785856,0.030874807051247895,0.00044262429542793247,9.8,CRITICAL
CVE-2021-32558,0.1601496089765386,0.0014134749231372314,0.5254600678935144,0.02445466403601824,0.0004416017948627465,7.5,HIGH
CVE-2021-23450,0.15776946616797008,0.0015825735775545021,0.5132635253054101,0.024959266285497297,0.0004404355247961125,7.5,HIGH
CVE-2021-41773,0.1972118327099626,0.00018108435227829394,0.5335631349782293,0.0314679699662976,0.0004378536007690743,9.8,CRITICAL
CVE-2021-41524,0.1972118327099626,0.00018108435227829394,0.5335631349782293,0.03146796996629761,0.0004378536007690743,7.5,HIGH
CVE-2021-30509,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579896,0.0004363302359359503,8.8,HIGH
CVE-2021-30527,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-30519,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30555,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579896,0.0004363302359359503,8.8,HIGH
CVE-2021-30530,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30536,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.1,HIGH
CVE-2021-21220,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-21199,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-21195,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-21194,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-30549,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30520,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30524,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30556,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-30544,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-30551,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798936,0.0004363302359359503,8.8,HIGH
CVE-2021-30526,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798936,0.0004363302359359503,8.8,HIGH
CVE-2021-30552,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30508,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30515,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579896,0.0004363302359359503,8.8,HIGH
CVE-2021-30523,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579896,0.0004363302359359503,8.8,HIGH
CVE-2021-21206,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798936,0.0004363302359359503,8.8,HIGH
CVE-2021-30511,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798936,0.0004363302359359503,8.1,HIGH
CVE-2021-30510,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30545,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30557,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30554,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30516,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798936,0.0004363302359359503,8.8,HIGH
CVE-2021-30518,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30517,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30514,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-30525,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30522,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30535,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-21198,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,7.4,HIGH
CVE-2021-30548,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-30513,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798956,0.0004363302359359503,8.8,HIGH
CVE-2021-21197,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579893,0.0004363302359359503,8.8,HIGH
CVE-2021-30550,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30553,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.033530055445798936,0.0004363302359359503,8.8,HIGH
CVE-2021-30512,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579895,0.0004363302359359503,8.8,HIGH
CVE-2021-30546,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-30529,0.20469228153689223,7.058407445345553e-05,0.5332728921124207,0.03353005544579894,0.0004363302359359503,8.8,HIGH
CVE-2021-20247,0.20027201632097927,0.000117745101859606,0.536091870215093,0.031466922669264416,0.0004357034716761546,7.4,HIGH
CVE-2021-21289,0.20027201632097927,0.000117745101859606,0.536091870215093,0.03146692266926442,0.0004357034716761545,7.4,HIGH
CVE-2021-28041,0.19925195511730703,0.00018853809057887448,0.5318264014466546,0.032684501302892785,0.00043556042044067965,7.1,HIGH
CVE-2021-25177,0.023801428085685142,0.002742493247482484,0.37972885732730793,0.00013840979185510764,0.000435527770357676,7.8,HIGH
CVE-2021-25178,0.023801428085685142,0.002742493247482484,0.37972885732730793,0.0001384097918551056,0.000435527770357676,7.8,HIGH
CVE-2021-25176,0.023801428085685142,0.002742493247482484,0.37972885732730793,0.00013840979185510615,0.000435527770357676,7.8,HIGH
CVE-2021-25173,0.023801428085685142,0.002742493247482484,0.37972885732730793,0.00013840979185510732,0.00043552777035767593,7.8,HIGH
CVE-2021-25175,0.023801428085685142,0.002742493247482484,0.37972885732730793,0.0001384097918551076,0.00043552777035767593,7.8,HIGH
CVE-2021-25174,0.023801428085685142,0.002742493247482484,0.37972885732730793,0.00013840979185510946,0.00043552777035767593,7.8,HIGH
CVE-2021-27135,0.19925195511730703,0.00011713008696231288,0.5357988704682092,0.031314314820763925,0.0004338438151132816,9.8,CRITICAL
CVE-2021-21153,0.1934716082964978,0.002396734482068997,0.5093522687911327,0.02619083677096758,0.00043363855816040155,8.8,HIGH
CVE-2021-21149,0.1934716082964978,0.002396734482068997,0.5093522687911327,0.02619083677096758,0.00043363855816040155,8.8,HIGH
CVE-2021-21152,0.1934716082964978,0.002396734482068997,0.5093522687911327,0.026190836770967584,0.0004336385581604015,8.8,HIGH
CVE-2021-31799,0.19449166950017002,0.00016291391914509875,0.5372670807453416,0.030009691693828316,0.00043338188939163693,7.0,HIGH
CVE-2021-3466,0.19925195511730703,0.0001091966656430958,0.5325004526525439,0.033055217585964795,0.0004319972343760962,9.8,CRITICAL
CVE-2021-20179,0.19925195511730703,0.0001091966656430958,0.5325004526525439,0.033055217585964816,0.0004319972343760962,8.1,HIGH
CVE-2021-26675,0.1910914654879293,0.0001655659900962007,0.5348245135479178,0.029630645737803232,0.0004306166254586676,8.8,HIGH
CVE-2021-32274,0.1910914654879293,0.00015975676779942044,0.5348245135479178,0.02963067939811164,0.0004305168626789037,7.8,HIGH
CVE-2021-32277,0.1910914654879293,0.00015975676779942044,0.5348245135479178,0.029630679398111644,0.0004305168626789037,7.8,HIGH
CVE-2021-32278,0.1910914654879293,0.00015975676779942044,0.5348245135479178,0.029630679398111644,0.00043051686267890366,7.8,HIGH
CVE-2021-3575,0.19823189391363483,0.00010841275765288636,0.5322113644589215,0.032902609737464325,0.00043013758700194074,7.8,HIGH
CVE-2021-45463,0.19551173070384223,0.00012597453235868274,0.5322113644589215,0.03146609532159066,0.00042999987851464,7.8,HIGH
CVE-2021-20271,0.19789187351241075,0.00010705001530113003,0.5321150714673422,0.03290352913497909,0.0004292957891834616,7.0,HIGH
CVE-2021-23017,0.1931315878952737,0.00024460144851545356,0.5304834054834054,0.03236099245213926,0.0004289437322405545,7.7,HIGH
CVE-2021-21142,0.20775246514790888,0.003815635147240563,0.5130844382414514,0.02662008917698886,0.0004288317825760674,9.6,CRITICAL
CVE-2021-3445,0.19687181230873854,0.00010627491337935146,0.5318264014466546,0.03275092128647861,0.00042743613640232233,7.5,HIGH
CVE-2021-3563,0.1628697721863312,0.0009240951334104922,0.5136220747467691,0.0263382041817097,0.00042723729486994163,7.4,HIGH
CVE-2021-20181,0.19177150629037742,0.00012132682965029676,0.5350191013279971,0.029681296677552205,0.0004270311254784179,7.5,HIGH
CVE-2021-4048,0.19381162869772187,0.00012292835396517777,0.531730247694811,0.03128350888308446,0.0004266775718566499,9.1,CRITICAL
CVE-2021-3999,0.18225093505610337,0.0004340910273159975,0.5206231191361302,0.02836075274812837,0.0004266480613152459,7.8,HIGH
CVE-2021-43559,0.09724583475008501,0.006099563798437016,0.4699584531799297,0.015106569473019008,0.00042640125262033646,8.8,HIGH
CVE-2021-23214,0.1934716082964978,0.00012240646339611934,0.5316341287057122,0.031247040085816163,0.0004260278277075764,8.1,HIGH
CVE-2021-30499,0.1910914654879293,0.00021344590149440803,0.5309622675573208,0.03098662268883599,0.00042453335389000275,7.8,HIGH
CVE-2021-30498,0.1910914654879293,0.00021344590149440803,0.5309622675573208,0.030986622688835976,0.00042453335389000275,7.8,HIGH
CVE-2021-1257,0.20843250595035703,0.0001578138625414147,0.4473003802281369,0.00459638595874592,0.00042300520724857177,8.8,HIGH
CVE-2021-45884,0.20843250595035703,0.0001578138625414147,0.4473003802281369,0.004596385958745919,0.00042300520724857177,7.5,HIGH
CVE-2021-33503,0.1931315878952737,0.00010648990489538821,0.5309622675573208,0.03243392796943005,0.00042146947228877666,7.5,HIGH
CVE-2021-37706,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.029630169157090772,0.00042140123363922614,7.3,HIGH
CVE-2021-43301,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.02963016915709077,0.00042140123363922614,9.8,CRITICAL
CVE-2021-42260,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.029630169157090765,0.00042140123363922614,7.5,HIGH
CVE-2021-27212,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.029630169157090765,0.00042140123363922614,7.5,HIGH
CVE-2021-43804,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.029630169157090772,0.00042140123363922614,7.3,HIGH
CVE-2021-26720,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.029630169157090762,0.00042140123363922614,7.8,HIGH
CVE-2021-26910,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.02963016915709076,0.00042140123363922614,7.8,HIGH
CVE-2021-4156,0.19075144508670522,7.03766565975492e-05,0.5347272727272727,0.029630169157090762,0.00042140123363922614,7.1,HIGH
CVE-2021-27922,0.1910914654879293,0.00025976037715290027,0.5294329432943294,0.032262294375894146,0.00042100951240589004,7.5,HIGH
CVE-2021-27921,0.1910914654879293,0.00025976037715290027,0.5294329432943294,0.032262294375894125,0.00042100951240588993,7.5,HIGH
CVE-2021-27923,0.1910914654879293,0.00025976037715290027,0.5294329432943294,0.03226229437589413,0.00042100951240588993,7.5,HIGH
CVE-2021-4182,0.1910914654879293,0.00011259886612060871,0.5308664259927798,0.031139682090699183,0.000420613961134016,7.5,HIGH
CVE-2021-23169,0.18973138388303298,0.0003332028865631654,0.5290519877675841,0.03216154677187204,0.00042049692175468725,8.8,HIGH
CVE-2021-23217,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.0045504823198252355,0.0004204210180347378,7.5,HIGH
CVE-2021-29907,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.0045504823198252355,0.0004204210180347378,8.8,HIGH
CVE-2021-1083,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825239,0.0004204210180347378,7.8,HIGH
CVE-2021-29686,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825245,0.0004204210180347378,8.8,HIGH
CVE-2021-38951,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825236,0.0004204210180347378,7.5,HIGH
CVE-2021-1058,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,7.1,HIGH
CVE-2021-38948,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,9.1,CRITICAL
CVE-2021-29736,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825241,0.0004204210180347378,8.8,HIGH
CVE-2021-38983,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825239,0.0004204210180347378,7.5,HIGH
CVE-2021-26334,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825244,0.0004204210180347378,9.9,CRITICAL
CVE-2021-29703,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,7.5,HIGH
CVE-2021-23201,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825243,0.0004204210180347378,7.5,HIGH
CVE-2021-38979,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825239,0.0004204210180347378,7.5,HIGH
CVE-2021-1084,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825246,0.0004204210180347378,7.8,HIGH
CVE-2021-1052,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825241,0.0004204210180347378,7.8,HIGH
CVE-2021-29725,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825236,0.0004204210180347378,7.5,HIGH
CVE-2021-38927,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825237,0.0004204210180347378,7.2,HIGH
CVE-2021-29888,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825239,0.0004204210180347378,8.8,HIGH
CVE-2021-29754,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825241,0.0004204210180347378,8.8,HIGH
CVE-2021-20443,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.0045504823198252485,0.0004204210180347378,8.8,HIGH
CVE-2021-1081,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825239,0.0004204210180347378,7.8,HIGH
CVE-2021-29723,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.0045504823198252485,0.0004204210180347378,7.5,HIGH
CVE-2021-29737,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825241,0.0004204210180347378,7.5,HIGH
CVE-2021-29747,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825242,0.0004204210180347378,7.5,HIGH
CVE-2021-29722,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825238,0.0004204210180347378,7.5,HIGH
CVE-2021-31820,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825244,0.0004204210180347378,7.5,HIGH
CVE-2021-38891,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825241,0.0004204210180347378,7.5,HIGH
CVE-2021-20354,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,7.5,HIGH
CVE-2021-29691,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.0045504823198252425,0.0004204210180347378,7.5,HIGH
CVE-2021-29798,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825242,0.0004204210180347378,9.8,CRITICAL
CVE-2021-26828,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825247,0.0004204210180347378,8.8,HIGH
CVE-2021-21009,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825238,0.0004204210180347378,8.6,HIGH
CVE-2021-40745,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825237,0.0004204210180347378,7.5,HIGH
CVE-2021-29825,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.0045504823198252355,0.0004204210180347378,7.5,HIGH
CVE-2021-38890,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825241,0.0004204210180347378,7.5,HIGH
CVE-2021-29702,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825242,0.0004204210180347378,7.5,HIGH
CVE-2021-20373,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825243,0.0004204210180347378,7.5,HIGH
CVE-2021-1060,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825244,0.0004204210180347378,7.1,HIGH
CVE-2021-38963,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,8.0,HIGH
CVE-2021-29688,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,7.5,HIGH
CVE-2021-39085,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.004550482319825245,0.0004204210180347378,9.8,CRITICAL
CVE-2021-42083,0.2074124447466848,0.00015074391371000783,0.4470284237726098,0.00455048231982524,0.0004204210180347378,8.7,HIGH
CVE-2021-23437,0.19007140428425706,0.0002583923118741311,0.5291471752428931,0.03210968652739366,0.0004191497887848282,7.5,HIGH
CVE-2021-20231,0.1740904454267256,0.00039011480679998056,0.5252723700660832,0.028349191613784887,0.0004179459202946149,9.8,CRITICAL
CVE-2021-1723,0.13634818089085346,0.001790357969765058,0.4913951545530493,0.02244251232687774,0.0004128121819726328,7.5,HIGH
CVE-2021-36222,0.16456987419245156,0.00047431697868477565,0.5148809523809523,0.02556698207468263,0.00041200460280421496,7.5,HIGH
CVE-2021-3571,0.19041142468548114,9.652911033592624e-05,0.529242396976786,0.03222306956086507,0.0004111142636706154,7.1,HIGH
CVE-2021-41816,0.18803128187691262,0.00010283724303635877,0.5299099099099099,0.030834490488999694,0.00041094467207403006,9.8,CRITICAL
CVE-2021-4190,0.18803128187691262,4.74304274504596e-05,0.5299099099099099,0.03092035661165323,0.00040857447109935585,7.5,HIGH
CVE-2021-39920,0.18803128187691262,4.74304274504596e-05,0.5299099099099099,0.030920356611653214,0.00040857447109935585,7.5,HIGH
CVE-2021-20718,0.18973138388303298,1.8275270485238283e-05,0.5291471752428931,0.03218444620308467,0.00040703487313863585,7.5,HIGH
CVE-2021-34363,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.030779272297475353,0.0004066554107448225,9.1,CRITICAL
CVE-2021-3756,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.030779272297475364,0.0004066554107448225,9.8,CRITICAL
CVE-2021-41281,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.03077927229747535,0.0004066554107448225,7.5,HIGH
CVE-2021-44847,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.030779272297475357,0.00040665541074482245,9.8,CRITICAL
CVE-2021-43816,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.030779272297475357,0.00040665541074482245,8.0,HIGH
CVE-2021-3968,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.030779272297475343,0.00040665541074482245,8.0,HIGH
CVE-2021-40839,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.030779272297475357,0.00040665541074482245,7.5,HIGH
CVE-2021-45290,0.1870112206732404,4.638344254350926e-05,0.5296236268683594,0.03077927229747535,0.00040665541074482245,7.5,HIGH
CVE-2021-43336,0.0217613056783407,9.794545825296292e-06,0.27706076307112576,3.290467237054549e-06,0.0004063008986618506,7.8,HIGH
CVE-2021-29424,0.18973138388303298,1.4468981307864416e-05,0.5290519877675841,0.03223593482372454,0.0004060250759030638,7.5,HIGH
CVE-2021-30184,0.18973138388303298,1.4468981307864416e-05,0.5290519877675841,0.03223593482372455,0.0004060250759030638,7.8,HIGH
CVE-2021-26926,0.18973138388303298,1.4468981307864416e-05,0.5290519877675841,0.032235934823724555,0.0004060250759030638,7.1,HIGH
CVE-2021-3420,0.18973138388303298,1.4468981307864416e-05,0.5290519877675841,0.03223593482372454,0.0004060250759030638,9.8,CRITICAL
CVE-2021-26813,0.18973138388303298,1.4468981307864416e-05,0.5290519877675841,0.032235934823724555,0.0004060250759030638,7.5,HIGH
CVE-2021-31800,0.18973138388303298,1.4468981307864416e-05,0.5290519877675841,0.03223593482372455,0.0004060250759030638,9.8,CRITICAL
CVE-2021-45960,0.17273036382182932,0.00022021449114893155,0.5179640718562875,0.02706846673036184,0.0004051544676915983,8.8,HIGH
CVE-2021-34055,0.16252975178510712,0.0006890298811177752,0.5135323904312904,0.026338038205323818,0.00040495789907994304,7.8,HIGH
CVE-2021-20240,0.18905134308058485,1.4513246886129202e-05,0.5288617155187916,0.03212142718514413,0.0004048197083652545,8.8,HIGH
CVE-2021-32625,0.18871132267936078,1.400237131175824e-05,0.5287666307083783,0.032083326975224084,0.00040416544654829043,7.5,HIGH
CVE-2021-34555,0.18871132267936078,1.400237131175824e-05,0.5287666307083783,0.03208332697522407,0.00040416544654829043,7.5,HIGH
CVE-2021-42384,0.18871132267936078,1.400237131175824e-05,0.5287666307083783,0.03208332697522404,0.00040416544654829043,7.2,HIGH
CVE-2021-42383,0.18871132267936078,1.400237131175824e-05,0.5287666307083783,0.032083326975224064,0.00040416544654829043,7.2,HIGH
