cve_id,cvss_score,severity
CVE-2021-26119,7.5,HIGH
CVE-2021-33503,7.5,HIGH
CVE-2021-36386,7.5,HIGH
CVE-2021-26813,7.5,HIGH
CVE-2021-41500,7.5,HIGH
CVE-2021-22883,7.5,HIGH
CVE-2021-40516,7.5,HIGH
CVE-2021-23437,7.5,HIGH
CVE-2021-20270,7.5,HIGH
CVE-2021-4182,7.5,HIGH
CVE-2021-36090,7.5,HIGH
CVE-2021-26717,7.5,HIGH
CVE-2021-28831,7.5,HIGH
CVE-2021-3828,7.5,HIGH
CVE-2021-40325,7.5,HIGH
CVE-2021-29662,7.5,HIGH
CVE-2021-22940,7.5,HIGH
CVE-2021-28677,7.5,HIGH
CVE-2021-32918,7.5,HIGH
CVE-2021-23772,7.5,HIGH
CVE-2021-32628,7.5,HIGH
CVE-2021-35516,7.5,HIGH
CVE-2021-25636,7.5,HIGH
CVE-2021-40839,7.5,HIGH
CVE-2021-32626,7.5,HIGH
CVE-2021-3761,7.5,HIGH
CVE-2021-27219,7.5,HIGH
CVE-2021-36160,7.5,HIGH
CVE-2021-34555,7.5,HIGH
CVE-2021-35515,7.5,HIGH
CVE-2021-41799,7.5,HIGH
CVE-2021-20304,7.5,HIGH
CVE-2021-44040,7.5,HIGH
CVE-2021-41099,7.5,HIGH
CVE-2021-28875,7.5,HIGH
CVE-2021-26996,7.5,HIGH
CVE-2021-0326,7.5,HIGH
CVE-2021-25633,7.5,HIGH
CVE-2021-20228,7.5,HIGH
CVE-2021-27218,7.5,HIGH
CVE-2021-22119,7.5,HIGH
CVE-2021-38296,7.5,HIGH
CVE-2021-28965,7.5,HIGH
CVE-2021-25293,7.5,HIGH
CVE-2021-3839,7.5,HIGH
CVE-2021-22116,7.5,HIGH
CVE-2021-25215,7.5,HIGH
CVE-2021-30468,7.5,HIGH
CVE-2021-44686,7.5,HIGH
CVE-2021-37149,7.5,HIGH
CVE-2021-43618,7.5,HIGH
CVE-2021-22884,7.5,HIGH
CVE-2021-30603,7.5,HIGH
CVE-2021-26296,7.5,HIGH
CVE-2021-35197,7.5,HIGH
CVE-2021-42340,7.5,HIGH
CVE-2021-36377,7.5,HIGH
CVE-2021-27290,7.5,HIGH
CVE-2021-41531,7.5,HIGH
CVE-2021-22946,7.5,HIGH
CVE-2021-46669,7.5,HIGH
CVE-2021-4184,7.5,HIGH
CVE-2021-41991,7.5,HIGH
CVE-2021-34825,7.5,HIGH
CVE-2021-3842,7.5,HIGH
CVE-2021-3530,7.5,HIGH
CVE-2021-3805,7.5,HIGH
CVE-2021-29505,7.5,HIGH
CVE-2021-23192,7.5,HIGH
CVE-2021-3580,7.5,HIGH
CVE-2021-34798,7.5,HIGH
CVE-2021-3803,7.5,HIGH
CVE-2021-1594,7.5,HIGH
CVE-2021-29157,7.5,HIGH
CVE-2021-22696,7.5,HIGH
CVE-2021-27291,7.5,HIGH
CVE-2021-3978,7.5,HIGH
CVE-2021-43798,7.5,HIGH
CVE-2021-3690,7.5,HIGH
CVE-2021-33571,7.5,HIGH
CVE-2021-31863,7.5,HIGH
CVE-2021-43008,7.5,HIGH
CVE-2021-40330,7.5,HIGH
CVE-2021-3905,7.5,HIGH
CVE-2021-4185,7.5,HIGH
CVE-2021-35560,7.5,HIGH
CVE-2021-20299,7.5,HIGH
CVE-2021-21341,7.5,HIGH
CVE-2021-41281,7.5,HIGH
CVE-2021-35583,7.5,HIGH
CVE-2021-41524,7.5,HIGH
CVE-2021-3445,7.5,HIGH
CVE-2021-22569,7.5,HIGH
CVE-2021-21996,7.5,HIGH
CVE-2021-32762,7.5,HIGH
CVE-2021-45450,7.5,HIGH
CVE-2021-27922,7.5,HIGH
CVE-2021-3807,7.5,HIGH
CVE-2021-33645,7.5,HIGH
CVE-2021-30984,7.5,HIGH
CVE-2021-26690,7.5,HIGH
CVE-2021-38512,7.5,HIGH
CVE-2021-31542,7.5,HIGH
CVE-2021-32565,7.5,HIGH
CVE-2021-22902,7.5,HIGH
CVE-2021-4190,7.5,HIGH
CVE-2021-4091,7.5,HIGH
CVE-2021-32625,7.5,HIGH
CVE-2021-30639,7.5,HIGH
CVE-2021-36773,7.5,HIGH
CVE-2021-26117,7.5,HIGH
CVE-2021-21267,7.5,HIGH
CVE-2021-27358,7.5,HIGH
CVE-2021-32567,7.5,HIGH
CVE-2021-3698,7.5,HIGH
CVE-2021-20470,7.5,HIGH
CVE-2021-38155,7.5,HIGH
CVE-2021-29376,7.5,HIGH
CVE-2021-28667,7.5,HIGH
CVE-2021-37991,7.5,HIGH
CVE-2021-20718,7.5,HIGH
CVE-2021-40402,7.5,HIGH
CVE-2021-32740,7.5,HIGH
CVE-2021-32838,7.5,HIGH
CVE-2021-3673,7.5,HIGH
CVE-2021-38604,7.5,HIGH
CVE-2021-25290,7.5,HIGH
CVE-2021-25291,7.5,HIGH
CVE-2021-32751,7.5,HIGH
CVE-2021-27921,7.5,HIGH
CVE-2021-26118,7.5,HIGH
CVE-2021-22880,7.5,HIGH
CVE-2021-28877,7.5,HIGH
CVE-2021-43666,7.5,HIGH
CVE-2021-30130,7.5,HIGH
CVE-2021-33054,7.5,HIGH
CVE-2021-20273,7.5,HIGH
CVE-2021-37148,7.5,HIGH
CVE-2021-41079,7.5,HIGH
CVE-2021-20311,7.5,HIGH
CVE-2021-3737,7.5,HIGH
CVE-2021-31618,7.5,HIGH
CVE-2021-39293,7.5,HIGH
CVE-2021-23840,7.5,HIGH
CVE-2021-41819,7.5,HIGH
CVE-2021-39922,7.5,HIGH
CVE-2021-30163,7.5,HIGH
CVE-2021-1405,7.5,HIGH
CVE-2021-33198,7.5,HIGH
CVE-2021-41771,7.5,HIGH
CVE-2021-40400,7.5,HIGH
CVE-2021-43854,7.5,HIGH
CVE-2021-40346,7.5,HIGH
CVE-2021-27803,7.5,HIGH
CVE-2021-20277,7.5,HIGH
CVE-2021-1723,7.5,HIGH
CVE-2021-43174,7.5,HIGH
CVE-2021-3610,7.5,HIGH
CVE-2021-3859,7.5,HIGH
CVE-2021-38562,7.5,HIGH
CVE-2021-32558,7.5,HIGH
CVE-2021-37147,7.5,HIGH
CVE-2021-39240,7.5,HIGH
CVE-2021-28374,7.5,HIGH
CVE-2021-35063,7.5,HIGH
CVE-2021-39921,7.5,HIGH
CVE-2021-36222,7.5,HIGH
CVE-2021-29477,7.5,HIGH
CVE-2021-28089,7.5,HIGH
CVE-2021-39923,7.5,HIGH
CVE-2021-29625,7.5,HIGH
CVE-2021-33813,7.5,HIGH
CVE-2021-35517,7.5,HIGH
CVE-2021-20275,7.5,HIGH
CVE-2021-22235,7.5,HIGH
CVE-2021-41585,7.5,HIGH
CVE-2021-23450,7.5,HIGH
CVE-2021-27923,7.5,HIGH
CVE-2021-23341,7.5,HIGH
CVE-2021-39926,7.5,HIGH
CVE-2021-43173,7.5,HIGH
CVE-2021-39371,7.5,HIGH
CVE-2021-41772,7.5,HIGH
CVE-2021-20298,7.5,HIGH
CVE-2021-32566,7.5,HIGH
CVE-2021-39242,7.5,HIGH
CVE-2021-3748,7.5,HIGH
CVE-2021-43114,7.5,HIGH
CVE-2021-29421,7.5,HIGH
CVE-2021-32761,7.5,HIGH
CVE-2021-31598,7.5,HIGH
CVE-2021-3480,7.5,HIGH
CVE-2021-33038,7.5,HIGH
CVE-2021-25218,7.5,HIGH
CVE-2021-20181,7.5,HIGH
CVE-2021-27577,7.5,HIGH
CVE-2021-43612,7.5,HIGH
CVE-2021-22904,7.5,HIGH
CVE-2021-44522,7.5,HIGH
CVE-2021-32627,7.5,HIGH
CVE-2021-31292,7.5,HIGH
CVE-2021-32920,7.5,HIGH
CVE-2021-25634,7.5,HIGH
CVE-2021-33582,7.5,HIGH
CVE-2021-20276,7.5,HIGH
CVE-2021-28091,7.5,HIGH
CVE-2021-40690,7.5,HIGH
CVE-2021-32919,7.5,HIGH
CVE-2021-25122,7.5,HIGH
CVE-2021-36369,7.5,HIGH
CVE-2021-33623,7.5,HIGH
CVE-2021-20309,7.5,HIGH
CVE-2021-29478,7.5,HIGH
CVE-2021-28484,7.5,HIGH
CVE-2021-22926,7.5,HIGH
CVE-2021-33194,7.5,HIGH
CVE-2021-28878,7.5,HIGH
CVE-2021-46828,7.5,HIGH
CVE-2021-44716,7.5,HIGH
CVE-2021-46877,7.5,HIGH
CVE-2021-37714,7.5,HIGH
CVE-2021-37136,7.5,HIGH
CVE-2021-20310,7.5,HIGH
CVE-2021-3632,7.5,HIGH
CVE-2021-42717,7.5,HIGH
CVE-2021-27918,7.5,HIGH
CVE-2021-38593,7.5,HIGH
CVE-2021-39924,7.5,HIGH
CVE-2021-22885,7.5,HIGH
CVE-2021-23727,7.5,HIGH
CVE-2021-22222,7.5,HIGH
CVE-2021-20094,7.5,HIGH
CVE-2021-41054,7.5,HIGH
CVE-2021-31684,7.5,HIGH
CVE-2021-41817,7.5,HIGH
CVE-2021-4181,7.5,HIGH
CVE-2021-3713,7.4,HIGH
CVE-2021-42027,7.4,HIGH
CVE-2021-20247,7.4,HIGH
CVE-2021-21198,7.4,HIGH
CVE-2021-3712,7.4,HIGH
CVE-2021-3618,7.4,HIGH
CVE-2021-23961,7.4,HIGH
CVE-2021-32723,7.4,HIGH
CVE-2021-20218,7.4,HIGH
CVE-2021-2219,7.4,HIGH
CVE-2021-21289,7.4,HIGH
CVE-2021-28861,7.4,HIGH
CVE-2021-3907,7.4,HIGH
CVE-2021-3563,7.4,HIGH
CVE-2021-32066,7.4,HIGH
CVE-2021-20322,7.4,HIGH
CVE-2021-0232,7.4,HIGH
CVE-2021-25217,7.4,HIGH
CVE-2021-44531,7.4,HIGH
CVE-2021-3450,7.4,HIGH
CVE-2021-4098,7.4,HIGH
CVE-2021-31204,7.3,HIGH
CVE-2021-44420,7.3,HIGH
CVE-2021-37695,7.3,HIGH
CVE-2021-23440,7.3,HIGH
CVE-2021-37617,7.3,HIGH
CVE-2021-3796,7.3,HIGH
CVE-2021-43804,7.3,HIGH
CVE-2021-21261,7.3,HIGH
CVE-2021-23518,7.3,HIGH
CVE-2021-37706,7.3,HIGH
CVE-2021-33195,7.3,HIGH
CVE-2021-42379,7.2,HIGH
CVE-2021-27928,7.2,HIGH
CVE-2021-2144,7.2,HIGH
CVE-2021-42378,7.2,HIGH
CVE-2021-21311,7.2,HIGH
CVE-2021-23337,7.2,HIGH
CVE-2021-42382,7.2,HIGH
CVE-2021-42384,7.2,HIGH
CVE-2021-42385,7.2,HIGH
CVE-2021-2337,7.2,HIGH
CVE-2021-42380,7.2,HIGH
CVE-2021-42381,7.2,HIGH
CVE-2021-20288,7.2,HIGH
CVE-2021-42383,7.2,HIGH
CVE-2021-21417,7.2,HIGH
CVE-2021-42386,7.2,HIGH
CVE-2021-42716,7.1,HIGH
CVE-2021-3583,7.1,HIGH
CVE-2021-3549,7.1,HIGH
CVE-2021-45972,7.1,HIGH
CVE-2021-1056,7.1,HIGH
CVE-2021-1365,7.1,HIGH
CVE-2021-3561,7.1,HIGH
CVE-2021-4156,7.1,HIGH
CVE-2021-3571,7.1,HIGH
CVE-2021-26926,7.1,HIGH
CVE-2021-3752,7.1,HIGH
CVE-2021-21381,7.1,HIGH
CVE-2021-29390,7.1,HIGH
CVE-2021-0002,7.1,HIGH
CVE-2021-45083,7.1,HIGH
CVE-2021-32610,7.1,HIGH
CVE-2021-1363,7.1,HIGH
CVE-2021-35940,7.1,HIGH
CVE-2021-35610,7.1,HIGH
CVE-2021-29447,7.1,HIGH
CVE-2021-4166,7.1,HIGH
CVE-2021-28692,7.1,HIGH
CVE-2021-28041,7.1,HIGH
CVE-2021-20267,7.1,HIGH
CVE-2021-3697,7.0,HIGH
CVE-2021-40490,7.0,HIGH
CVE-2021-44733,7.0,HIGH
CVE-2021-41617,7.0,HIGH
CVE-2021-20188,7.0,HIGH
CVE-2021-28703,7.0,HIGH
CVE-2021-39713,7.0,HIGH
CVE-2021-3640,7.0,HIGH
CVE-2021-3864,7.0,HIGH
CVE-2021-31799,7.0,HIGH
CVE-2021-20271,7.0,HIGH
CVE-2021-32642,7.0,HIGH
CVE-2021-25329,7.0,HIGH
